[00:00.000 --> 00:02.000]  Val: Right now. Good.
[14:06.000 --> 14:08.000]  Val: She's very jealous.
[14:08.000 --> 14:10.000]  Val: Really wanting to come and hang out with you guys.
[14:10.000 --> 14:11.000]  Fed: Oh, yeah.
[14:11.000 --> 14:12.000]  Val: She's so mad at me.
[14:12.000 --> 14:14.000]  Val: She's like, but I speak eight languages.
[14:14.000 --> 14:15.000]  Val: You know?
[14:15.000 --> 14:16.000]  Val: Eight.
[14:16.000 --> 14:18.000]  Fed: Which languages?
[14:18.000 --> 14:22.000]  Val: Oh, uh, uh, English, I know, right?
[14:22.000 --> 14:27.000]  Val: English, Swiss, French, German, Spanish, Portuguese, Italian.
[14:27.000 --> 14:28.000]  Fed: Huh?
[14:28.000 --> 14:30.000]  Val: And I think she – uh, Chinese.
[14:30.000 --> 14:36.000]  Fed: I apologize, I think because of like pandemic stuff, usually they're coming here.
[14:36.000 --> 14:40.000]  Val: Oh, oh really? In the break room upstairs to the floor?
[14:40.000 --> 14:41.000]  Fed: Yeah, you know what there is.
[14:41.000 --> 14:43.000]  Val: Oh, perfect, okay.
[14:44.000 --> 14:45.000]  Fed: Good morning gentlemen.
[14:45.000 --> 14:49.000]  Fed: Good morning. We have a visitor here, and he's from...
[14:50.000 --> 14:51.000]  Fed: Thank you.
[14:54.000 --> 14:55.000]  Fed: Cheers.
[14:55.000 --> 14:56.000]  Fed: Can you see my partner?
[14:56.000 --> 14:57.000]  Val: Thanks.
[14:58.000 --> 14:59.000]  Val: You guys want to do this again?
[14:59.000 --> 15:00.000]  Val: Oh, okay.
[15:00.000 --> 15:01.000]  Val: Thank you.
[15:01.000 --> 15:02.000]  Fed: Thank you.
[15:08.000 --> 15:09.000]  Val: Cool.
[15:12.000 --> 15:14.000]  Val: Does everyone make fun?
[15:14.000 --> 15:15.000]  Fed: Um...
[15:15.000 --> 15:16.000]  Val: Really, huh?
[15:16.000 --> 15:20.000]  Fed: Yeah, usually you'll feel comfortable here because of your game console.
[15:20.000 --> 15:21.000]  Val: Oh, dang it.
[15:21.000 --> 15:26.000]  Fed: You know, I get to meet about a fun man or two different people.
[15:28.000 --> 15:30.000]  Val: I remember this tenth floor.
[15:30.000 --> 15:32.000]  Val: I handed my stuff, we go to another one over there.
[15:32.000 --> 15:34.000]  Fed: Exactly, same thing.
[15:34.000 --> 15:38.000]  Fed: And then what we just handled over there used to be handled on the tenth floor.
[15:38.000 --> 15:39.000]  Val: Yeah.
[15:39.000 --> 15:40.000]  Fed: Yeah.
[15:40.000 --> 15:42.000]  Val: So that girl's no longer working here?
[15:42.000 --> 15:43.000]  Val: It's a floor lady?
[15:43.000 --> 15:44.000]  Fed: Oh, it's always changing.
[15:44.000 --> 15:45.000]  Val: She's so nice.
[15:45.000 --> 15:46.000]  Val: Super nice.
[15:46.000 --> 15:47.000]  Fed: Oh, that could be it.
[15:48.000 --> 15:49.000]  Val: Yeah.
[15:51.000 --> 15:52.000]  Val: Still not.
[15:52.000 --> 15:53.000]  Val: Are you guys there?
[15:53.000 --> 15:55.000]  Val: So, some of you are special agents?
[15:55.000 --> 15:56.000]  Fed: Yep.
[15:56.000 --> 15:57.000]  Val: And you are DC3?
[15:58.000 --> 15:59.000]  Fed: Uh, I'm not...
[15:59.000 --> 16:00.000]  Fed: I'm not in LA
[16:00.000 --> 16:02.000]  Fed: You know, I'm not part of their...
[16:02.000 --> 16:03.000]  Val: Oh, no.
[16:03.000 --> 16:04.000]  Fed: Their hierarchy.
[16:04.000 --> 16:05.000]  Fed: No, I'm not.
[16:05.000 --> 16:06.000]  Val: It's not the...
[16:06.000 --> 16:08.000]  Val: It's the general hierarchy.
[16:08.000 --> 16:09.000]  Val: In New York.
[16:09.000 --> 16:10.000]  Val: It's everything but Russia.
[16:11.000 --> 16:12.000]  Fed: DC3.
[16:12.000 --> 16:14.000]  Fed: Yeah, so it usually doesn't work in the same way.
[16:14.000 --> 16:15.000]  Val: Oh.
[16:15.000 --> 16:16.000]  Fed: Yeah.
[16:16.000 --> 16:17.000]  Fed: So different...
[16:17.000 --> 16:19.000]  Fed: Different to a lot of different things.
[16:20.000 --> 16:21.000]  Val: Cool.
[16:21.000 --> 16:22.000]  Val: Oh, there.
[16:22.000 --> 16:23.000]  Val: I see what you're saying.
[16:23.000 --> 16:24.000]  Fed: Yeah.
[16:24.000 --> 16:25.000]  Fed: Yeah, yeah.
[16:25.000 --> 16:26.000]  Fed: You remember that?
[16:26.000 --> 16:27.000]  Val: I do.
[16:28.000 --> 16:29.000]  Val: Oh, wait.
[16:31.000 --> 16:33.000]  Val: It's my natural that's supposed to...
[16:33.000 --> 16:34.000]  Fed: Oh, right.
[16:36.000 --> 16:37.000]  Val: Thanks.
[16:38.000 --> 16:39.000]  Val: Okay.
[16:41.000 --> 16:43.000]  What's going to do with it?
[16:44.000 --> 16:46.000]  Fed: I wonder if we're all thoroughly...
[16:46.000 --> 16:48.000]  Fed: What's going on?
[16:51.000 --> 16:53.000]  Val: Did you get a chance to...
[16:53.000 --> 16:54.000]  Val: There were four lights.
[16:54.000 --> 16:55.000]  Val: Clever.
[16:55.000 --> 16:56.000]  Val: I liked it.
[16:56.000 --> 16:57.000]  Val: I liked it.
[16:57.000 --> 16:58.000]  Fed: I'd love you get the reference.
[16:58.000 --> 16:59.000]  Val: Oh, I got it.
[16:59.000 --> 17:00.000]  Val: I got it.
[17:00.000 --> 17:01.000]  Fed: That's what it is.
[17:01.000 --> 17:03.000]  Fed: That's supposed to make a random number.
[17:03.000 --> 17:04.000]  Val: Yeah, that's good.
[17:04.000 --> 17:06.000]  Fed: One, two, three, four, five, six, whatever.
[17:06.000 --> 17:08.000]  Val: I was surprised you spelled out four, though.
[17:08.000 --> 17:09.000]  Fed: Oh, I think...
[17:09.000 --> 17:11.000]  Fed: Because I never thought we'd take anything.
[17:11.000 --> 17:12.000]  Val: Oh, it was?
[17:12.000 --> 17:13.000]  Val: Oh, okay.
[17:13.000 --> 17:14.000]  Fed: Yeah, that's how it is.
[17:14.000 --> 17:15.000]  Val: It's good.
[17:15.000 --> 17:17.000]  Val: Well, you read the call of Winston.
[17:17.000 --> 17:18.000]  Val: It's from Winston.
[17:18.000 --> 17:19.000]  Val: And he's being tortured.
[17:19.000 --> 17:20.000]  Fed: Right.
[17:20.000 --> 17:21.000]  Val: Writing in the floor.
[17:21.000 --> 17:23.000]  Val: It's a portless floor.
[17:23.000 --> 17:24.000]  Val: A two-plus-two-plus-four.
[17:24.000 --> 17:25.000]  Fed: Interesting.
[17:25.000 --> 17:26.000]  Fed: No.
[17:26.000 --> 17:28.000]  Fed: That's the one where there are five lights.
[17:28.000 --> 17:31.000]  Fed: And he makes Picard saying that there are four.
[17:31.000 --> 17:32.000]  Val: Oh, no.
[17:32.000 --> 17:34.000]  Fed: He makes them say that there are five lights.
[17:34.000 --> 17:35.000]  Val: I know, but that's...
[17:35.000 --> 17:37.000]  Val: But it's taken from 1984?
[17:37.000 --> 17:38.000]  Fed: Yes.
[17:38.000 --> 17:40.000]  Right after the record.
[17:40.000 --> 17:42.000]  Right after the record.
[17:46.000 --> 17:47.000]  Val: Nice.
[17:54.000 --> 17:55.000]  Val: Cool.
[17:57.000 --> 17:59.000]  Fed: He probably grabbed all the stuff.
[17:59.000 --> 18:00.000]  Fed: Okay.
[18:02.000 --> 18:03.000]  Fed: Is there another room?
[18:03.000 --> 18:04.000]  Fed: Yeah.
[18:04.000 --> 18:06.000]  Val: I think I might have a bigger...
[18:06.000 --> 18:07.000]  Fed: No, it's okay.
[18:07.000 --> 18:09.000]  I like the other side of the room.
[18:10.000 --> 18:11.000]  Sorry, this side.
[18:12.000 --> 18:13.000]  That's a big one.
[18:13.000 --> 18:14.000]  It's gonna be good.
[18:14.000 --> 18:15.000]  Hang on there.
[18:18.000 --> 18:19.000]  Val: I don't...
[18:33.000 --> 18:34.000]  Val: Cool.
[18:34.000 --> 18:35.000]  Fed: Well, this is...
[18:35.000 --> 18:36.000]  Fed: This is Patty
[18:36.000 --> 18:37.000]  Val: Patty?
[18:37.000 --> 18:38.000]  Val: How do you do it?
[18:38.000 --> 18:39.000]  Val: Nice to meet you.
[18:39.000 --> 18:40.000]  Fed: Can I take a hand?
[18:40.000 --> 18:41.000]  Fed: Yeah, I know, it's a...
[18:41.000 --> 18:42.000]  Val: The virtual way, right?
[18:42.000 --> 18:43.000]  Fed: Sure, sure.
[18:43.000 --> 18:45.000]  Val: Patty, are you from Houston as well?
[18:45.000 --> 18:46.000]  Fed: No.
[18:46.000 --> 18:47.000]  Val: LA?
[18:47.000 --> 18:48.000]  Val: From LA.
[18:48.000 --> 18:49.000]  Val: Okay.
[18:49.000 --> 18:50.000]  Fed: How do you like your coffee?
[18:50.000 --> 18:51.000]  Val: Lots of milk sugar.
[18:51.000 --> 18:52.000]  Fed: Milk sugar?
[18:52.000 --> 18:53.000]  Val: Yes, please.
[18:53.000 --> 18:55.000]  Val: Can I take off my mask?
[18:55.000 --> 18:56.000]  Fed: Good.
[18:56.000 --> 18:57.000]  Val: We casual here?
[18:57.000 --> 18:58.000]  Fed: Okay.
[18:58.000 --> 18:59.000]  Fed: I have one.
[19:00.000 --> 19:01.000]  Fed: Take it really.
[19:03.000 --> 19:05.000]  Val: I just can't get the frogs up my glasses.
[19:05.000 --> 19:06.000]  Fed: Yeah.
[19:06.000 --> 19:08.000]  Val: You do it with your fogger.
[19:08.000 --> 19:09.000]  Fed: I know.
[19:09.000 --> 19:10.000]  Val: You know?
[19:10.000 --> 19:12.000]  Fed: I've got some people with a mask.
[19:12.000 --> 19:13.000]  Val: Oh, yeah.
[19:13.000 --> 19:14.000]  Fed: I've got a clear one.
[19:14.000 --> 19:15.000]  Fed: Yeah, like a face shield.
[19:15.000 --> 19:16.000]  Fed: Yeah.
[19:16.000 --> 19:17.000]  Fed: But now they're saying,
[19:17.000 --> 19:18.000]  oh, are you in the mask?
[19:18.000 --> 19:19.000]  Yeah, I think so.
[19:19.000 --> 19:20.000]  Right, right.
[19:20.000 --> 19:21.000]  It's very, really.
[19:21.000 --> 19:23.000]  Val: Do you need both of them?
[19:23.000 --> 19:24.000]  Fed: I don't know.
[19:24.000 --> 19:25.000]  There are some.
[19:25.000 --> 19:26.000]  There are some.
[19:26.000 --> 19:27.000]  Yeah, that's a lot.
[19:27.000 --> 19:28.000]  I can't wait for the last time.
[19:28.000 --> 19:29.000]  I'm just gonna leave this.
[19:30.000 --> 19:31.000]  Val: Believe it or not,
[19:31.000 --> 19:33.000]  Val: Russia just did the other vaccine yesterday.
[19:33.000 --> 19:34.000]  Fed: Of course they did.
[19:34.000 --> 19:35.000]  Fed: I saw that.
[19:35.000 --> 19:36.000]  Fed: I saw that too, right?
[19:37.000 --> 19:38.000]  Val: It's propaganda.
[19:39.000 --> 19:40.000]  Val: It's propaganda.
[19:42.000 --> 19:43.000]  Fed: Oh, I'm sure.
[19:43.000 --> 19:44.000]  Fed: I saw that too.
[19:44.000 --> 19:45.000]  Fed: Thank you.
[19:46.000 --> 19:47.000]  Val: Good to [unintelligible]
[19:48.000 --> 19:50.000]  Val: So I'm so excited to hear what this is about.
[19:50.000 --> 19:51.000]  Fed: Yeah, yeah, yeah.
[19:51.000 --> 19:53.000]  Val: I don't think I can take it anymore.
[19:53.000 --> 19:54.000]  Val: It's like so thrilling.
[19:54.000 --> 19:55.000]  Val: I've got four guesses.
[19:55.000 --> 19:56.000]  Val: Can I guess?
[19:56.000 --> 19:57.000]  Fed: Sure, you can guess it.
[19:57.000 --> 19:58.000]  Val: Okay.
[19:58.000 --> 19:59.000]  Val: Does it have to do...
[19:59.000 --> 20:00.000]  Val: I don't think it has to do with things.
[20:00.000 --> 20:01.000]  Fed: It [unintelligible] have to tell you.
[20:01.000 --> 20:02.000]  Fed: If that makes you feel any better.
[20:02.000 --> 20:03.000]  Val: That's not helpful.
[20:03.000 --> 20:05.000]  Val: All right, let me see if I can read you.
[20:05.000 --> 20:06.000]  Val: Based on my guesses.
[20:07.000 --> 20:09.000]  Val: I don't think it's related to banking.
[20:10.000 --> 20:11.000]  Fed: Okay.
[20:11.000 --> 20:12.000]  Val: Okay.
[20:12.000 --> 20:13.000]  Val: I think it's related to hacking.
[20:13.000 --> 20:14.000]  Fed: Okay.
[20:14.000 --> 20:16.000]  Val: I think it has something to do with Emma.
[20:16.000 --> 20:17.000]  Fed: Okay.
[20:17.000 --> 20:18.000]  Val: How am I?
[20:18.000 --> 20:19.000]  Val: I'm close?
[20:20.000 --> 20:21.000]  Val: I couldn't read you.
[20:22.000 --> 20:24.000]  Val: Well, no, you're getting a different one the first time.
[20:24.000 --> 20:25.000]  Val: Your eyes went to the right.
[20:26.000 --> 20:27.000]  Val: Usually, eyes up to the right,
[20:27.000 --> 20:28.000]  Val: you're creating something.
[20:28.000 --> 20:30.000]  Val: Down to the left, it acts as a memory.
[20:30.000 --> 20:33.000]  Fed: So, everything I've read and studied about that
[20:33.000 --> 20:34.000]  Fed: is actually bullshit.
[20:34.000 --> 20:35.000]  Val: It is bullshit.
[20:35.000 --> 20:36.000]  Val: You've got to know the person who does that.
[20:36.000 --> 20:37.000]  Val: It is true.
[20:37.000 --> 20:38.000]  Val: You've got to get a baseline with the person first.
[20:38.000 --> 20:39.000]  Fed: Whatever.
[20:39.000 --> 20:40.000]  Val: It's not like global.
[20:40.000 --> 20:41.000]  Fed: Because you think about it,
[20:41.000 --> 20:42.000]  Fed: if that was true.
[20:42.000 --> 20:43.000]  Val: Yeah.
[20:43.000 --> 20:44.000]  Fed: Every poker tournament
[20:44.000 --> 20:45.000]  Fed: you'd be able to find out immediately
[20:45.000 --> 20:46.000]  Fed: who's blocking the business.
[20:46.000 --> 20:47.000]  Val: That's true.
[20:47.000 --> 20:48.000]  Val: That's true.
[20:48.000 --> 20:49.000]  Fed: Because detection of deception
[20:49.000 --> 20:51.000]  Fed: is incredibly difficult, unfortunately.
[20:51.000 --> 20:53.000]  Val: Well, do you think so?
[20:54.000 --> 20:55.000]  Val: I think it's pretty easy.
[20:55.000 --> 20:57.000]  Fed: It's a research issue.
[20:57.000 --> 20:59.000]  Val: If you know how you are deceptive,
[20:59.000 --> 21:01.000]  Val: then you will know how someone else is deceptive.
[21:01.000 --> 21:03.000]  Val: Except for certain type.
[21:03.000 --> 21:04.000]  Fed: I would have to see.
[21:04.000 --> 21:05.000]  ???: Lisa?
[21:05.000 --> 21:06.000]  Fed: So, there's different types of liars, too.
[21:06.000 --> 21:07.000]  Fed: There's Machiavellian liars,
[21:07.000 --> 21:09.000]  Fed: who will lie just a lot.
[21:09.000 --> 21:11.000]  Fed: They'll lie because that's just what they did
[21:11.000 --> 21:12.000]  Fed: every single day of their life.
[21:12.000 --> 21:13.000]  Val: Trump.
[21:13.000 --> 21:14.000]  Fed: Then, on the other side of the world,
[21:14.000 --> 21:18.000]  Fed: there's what you can call the Catholic school
[21:18.000 --> 21:19.000]  Fed: boy or girl.
[21:19.000 --> 21:22.000]  Fed: They've grown up with a fear of lying,
[21:22.000 --> 21:23.000]  Fed: where anytime they lie,
[21:23.000 --> 21:24.000]  Fed: they're like,
[21:24.000 --> 21:25.000]  Fed: I just said that my name is David.
[21:25.000 --> 21:27.000]  Fed: What does he think my name is?
[21:27.000 --> 21:28.000]  Val: The shame associated with guilt.
[21:28.000 --> 21:30.000]  Fed: So, those are, yeah, exactly.
[21:30.000 --> 21:33.000]  Fed: So, those are two very distinctly different types of liars
[21:33.000 --> 21:35.000]  Fed: who lie very distinctly different.
[21:35.000 --> 21:38.000]  Fed: So, for example, the Machiavellian liars
[21:38.000 --> 21:39.000]  Fed: is harder to detect on the line.
[21:39.000 --> 21:40.000]  Val: Because it's constant lines.
[21:40.000 --> 21:41.000]  Val: There's no baseline.
[21:41.000 --> 21:44.000]  Fed: And the opposite would be the Catholic school boy or girl
[21:44.000 --> 21:48.000]  Fed: is harder to detect because they're constantly triggering.
[21:48.000 --> 21:50.000]  Fed: Well, they honestly think that they're lying about something
[21:50.000 --> 21:51.000]  Fed: even when they're not.
[21:51.000 --> 21:53.000]  Val: What about the sort of desperate liars
[21:53.000 --> 21:55.000]  Val: that are trying to stay alive?
[21:56.000 --> 21:57.000]  Fed: Yeah, I mean, there's a lot.
[21:57.000 --> 21:58.000]  Fed: That's what it means.
[21:58.000 --> 21:59.000]  Fed: I've read a couple books on it,
[21:59.000 --> 22:00.000]  Fed: and we've taken a couple classes.
[22:00.000 --> 22:02.000]  Val: Yeah, that's what I was curious about in your classes.
[22:02.000 --> 22:03.000]  Val: Do they teach that?
[22:03.000 --> 22:06.000]  Val: Do they teach at Quantico or something?
[22:06.000 --> 22:08.000]  Fed: Like, that's a thing that I'm sure
[22:08.000 --> 22:10.000]  Fed: can be used to see someone's life
[22:10.000 --> 22:12.000]  Fed: and there are things that we'll do.
[22:12.000 --> 22:14.000]  Fed: And there's things that I do
[22:14.000 --> 22:16.000]  Fed: as part of my normal daily life.
[22:16.000 --> 22:17.000]  Val: Yeah.
[22:17.000 --> 22:18.000]  Val: Well, what I do is I ask you questions.
[22:18.000 --> 22:20.000]  I know. I'll ask you what's your name
[22:20.000 --> 22:21.000]  Val: when it's your birthday,
[22:21.000 --> 22:22.000]  Val: because they're at low.
[22:23.000 --> 22:25.000]  Val: And then I'll see how you react to the honest question.
[22:25.000 --> 22:27.000]  Val: And then I'll ask you something I know you don't know,
[22:27.000 --> 22:28.000]  Val: and I'll see how you react to that.
[22:28.000 --> 22:30.000]  Val: And that's how I establish a baseline.
[22:30.000 --> 22:31.000]  Val: That's my method, though.
[22:31.000 --> 22:32.000]  Fed: That's a good thing.
[22:32.000 --> 22:33.000]  Val: That's how I do it.
[22:33.000 --> 22:34.000]  Val: What about you?
[22:34.000 --> 22:35.000]  Fed: You had polygraph, huh?
[22:35.000 --> 22:36.000]  Val: What's a polygraph?
[22:36.000 --> 22:37.000]  Val: No, no, I'm not.
[22:37.000 --> 22:38.000]  Val: I'm not.
[22:38.000 --> 22:39.000]  Val: I'm never taking polygraph.
[22:39.000 --> 22:40.000]  Val: I would like to if you guys [hook me up]
[22:40.000 --> 22:41.000]  Val: It'd be fun.
[22:41.000 --> 22:43.000]  Val: But no, I just, you know,
[22:43.000 --> 22:45.000]  Val: I like people.
[22:45.000 --> 22:47.000]  Val: Well, actually, I hate people, but I like...
[22:50.000 --> 22:52.000]  Val: I love and I hate people,
[22:52.000 --> 22:53.000]  Val: but I like to study things.
[22:53.000 --> 22:54.000]  Val: I don't know.
[22:54.000 --> 22:55.000]  Fed: Very cool.
[22:55.000 --> 22:56.000]  Fed: Very cool.
[22:56.000 --> 22:57.000]  Fed: That was nice of you,
[22:57.000 --> 22:58.000]  Fed:we're going to bring you down here.
[22:58.000 --> 22:59.000]  Yeah.
[22:59.000 --> 23:00.000]  [unintelligible]
[23:00.000 --> 23:01.000]  Fed: if you want to head back out or something.
[23:01.000 --> 23:02.000]  Val: I'm sorry?
[23:02.000 --> 23:03.000]  Fed: Do you have to give her a call?
[23:03.000 --> 23:04.000]  Val: No, it's just got to work at one.
[23:04.000 --> 23:05.000]  Val: So she said,
[23:05.000 --> 23:06.000]  Val: is you going to go out
[23:06.000 --> 23:07.000]  Val: and just to write this letter
[23:07.000 --> 23:08.000]  Val: to the judge?
[23:08.000 --> 23:09.000]  Val: Yeah.
[23:09.000 --> 23:11.000]  Val: Well, he got screwed over by his fucking lawyer.
[23:11.000 --> 23:13.000]  Val: It's got to be Mike Kretzmer.
[23:13.000 --> 23:14.000]  Fed: Mm-hmm.
[23:14.000 --> 23:16.000]  Val: He went so far as to...
[23:16.000 --> 23:18.000]  Val: He emailed Jim and Tammy
[23:18.000 --> 23:19.000]  Val: saying,
[23:19.000 --> 23:20.000]  Val: I am Val's counsel.
[23:20.000 --> 23:21.000]  Val: I am Val's attorney.
[23:23.000 --> 23:24.000]  Fed: Interesting.
[23:24.000 --> 23:26.000]  Fed: Yeah, because I saw your text this morning.
[23:26.000 --> 23:27.000]  Val: I saw that.
[23:27.000 --> 23:29.000]  Fed: You know, he said he'd like to represent you,
[23:29.000 --> 23:30.000]  Fed: but he's not, so...
[23:30.000 --> 23:31.000]  Val: Yeah, we had to fire him.
[23:31.000 --> 23:32.000]  Val: Yeah.
[23:32.000 --> 23:34.000]  Val: He was very condescending.
[23:34.000 --> 23:36.000]  Val: And there's something really wrong.
[23:36.000 --> 23:38.000]  Val: You see, I thought it was in L.A.
[23:38.000 --> 23:40.000]  Val: I mean, it's like a mafia.
[23:40.000 --> 23:41.000]  Val: They know each other
[23:41.000 --> 23:42.000]  Val: and they do whatever
[23:42.000 --> 23:43.000]  Val: the other person says.
[23:43.000 --> 23:44.000]  Val: It's very disturbing.
[23:44.000 --> 23:45.000]  Val: They don't want to mess it up however you want,
[23:45.000 --> 23:46.000]  Val: but you have to have it.
[23:46.000 --> 23:47.000]  Val: That's perfect.
[23:47.000 --> 23:48.000]  Val: Thank you.
[23:48.000 --> 23:49.000]  Val: Wonderful.
[23:52.000 --> 23:53.000]  All Val: right.
[23:53.000 --> 23:55.000]  Val: Well, I tried to guess what this is all about.
[23:55.000 --> 23:56.000]  Val: It's
[23:56.000 --> 23:57.000]  Val: nothing to do with banking.
[23:57.000 --> 23:58.000]  Fed: Okay.
[23:58.000 --> 24:00.000]  Val: And I think that's something to do with hacking.
